codigo,descricao,grupo,energiaKcal,proteinaG,lipideosG,carboidratoG,fibraG,calcioMg,magnesioMg,manganesMg,fosforoMg,ferroMg,sodioMg,potassioMg,cobreMg,zincoMg,selenioMcg,retinolMcg,raeMcg,tiaminaMg,riboflavinaMg,niacinaMg,piridoxinaMg,vitaminaB12Mcg,folatoMcg,vitaminaDMcg,vitaminaEMg,vitaminaCMg,colesterolMg,gordurasSaturadasG,gordurasMonoinsaturadasG,gordurasPoliinsaturadasG,gordurasTransG,acucaresG,acucaresAdicionadosG
7110902-2,"Ossada Nao Especificada, cozido(a)",,164,26.13,5.81,,,27,27,0.03,226,1.16,91,356,0.146,4.32,11.3,,,0.07,0.33,8.24,0.3,1.57,17,1.5,0.5,,109,2.31,2.16,0.43,0.1,,
7110902-7,"Ossada Nao Especificada, refogado(a)",,186.7,26.13,8.37,,,27,27,0.03,226,1.16,91,356,0.146,4.32,12.47,,,0.07,0.33,8.24,0.3,1.57,17,1.5,0.71,,109,2.711,2.744,1.91,0.114,,
7110902-15,"Ossada Nao Especificada, sopa",,164,26.13,5.81,,,27,27,0.03,226,1.16,91,356,0.146,4.32,11.3,,,0.07,0.33,8.24,0.3,1.57,17,1.5,0.5,,109,2.31,2.16,0.43,0.1,,
7110902-99,Ossada Nao Especificada,,164,26.13,5.81,,,27,27,0.03,226,1.16,91,356,0.146,4.32,11.3,,,0.07,0.33,8.24,0.3,1.57,17,1.5,0.5,,109,2.31,2.16,0.43,0.1,,
7111202-1,"Carne de Segunda, cru(a)",,242,24.22,15.42,,,8,20,0.001,196,2.81,67,337,0.093,5.71,28.3,,,0.081,0.226,3.207,0.255,2.83,9,0.7,0.14,,75,5.738,7.002,0.613,0.68,,
7111202-2,"Carne de Segunda, cozido(a)",,242,24.22,15.42,,,8,20,0.001,196,2.81,67,337,0.093,5.71,28.3,,,0.081,0.226,3.207,0.255,2.83,9,0.7,0.14,,75,5.738,7.002,0.613,0.68,,
7111202-3,"Carne de Segunda, grelhado(a)/brasa/churrasco",,242,24.22,15.42,,,8,20,0.001,196,2.81,67,337,0.093,5.71,28.3,,,0.081,0.226,3.207,0.255,2.83,9,0.7,0.14,,75,5.738,7.002,0.613,0.68,,
7111202-4,"Carne de Segunda, assado(a)",,242,24.22,15.42,,,8,20,0.001,196,2.81,67,337,0.093,5.71,28.3,,,0.081,0.226,3.207,0.255,2.83,9,0.7,0.14,,75,5.738,7.002,0.613,0.68,,
7111202-5,"Carne de Segunda, frito(a)",,264.7,24.22,17.98,,,8,20,0.001,196,2.81,67,337,0.093,5.71,29.48,,,0.081,0.226,3.207,0.255,2.83,9,0.7,0.35,,75,6.139,7.586,2.093,0.694,,
7111202-6,"Carne de Segunda, empanado(a)/a milanesa",,280.8,24.68,18.03,3.39,0.14,8.67,20.98,0.031,200.8,3.02,67.09,341.76,0.099,5.74,30.98,,,0.116,0.248,3.469,0.257,2.83,18.07,0.7,0.352,,75,6.146,7.59,2.111,0.694,0.01,
7111202-7,"Carne de Segunda, refogado(a)",,264.7,24.22,17.98,,,8,20,0.001,196,2.81,67,337,0.093,5.71,29.48,,,0.081,0.226,3.207,0.255,2.83,9,0.7,0.35,,75,6.139,7.586,2.093,0.694,,
7111202-8,"Carne de Segunda, molho vermelho",,198.4,19.64,12.37,1.08,0.3,9,19.2,0.022,162,2.45,158.4,335.8,0.098,4.61,22.68,,3.48,0.07,0.194,2.761,0.223,2.264,9.4,0.56,0.396,1.4,60,4.595,5.607,0.505,0.544,0.85,
7111202-10,"Carne de Segunda, ao alho e oleo",,261.1,24.24,17.59,0,,8.64,20.05,0.001,196.64,2.81,82.37,337.64,0.093,5.71,28.33,17.91,18.26,0.081,0.227,3.208,0.255,2.835,9.08,0.737,0.202,,80.74,7.109,7.563,0.694,0.767,0,
7111202-13,"Carne de Segunda, ensopado",,264.7,24.22,17.98,,,8,20,0.001,196,2.81,67,337,0.093,5.71,29.48,,,0.081,0.226,3.207,0.255,2.83,9,0.7,0.35,,75,6.139,7.586,2.093,0.694,,
7111401-4,"Contrafile Organico, assado(a)",,204,30.67,9,,,7,20,0.011,193,2.53,41,252,0.074,5.2,31.7,,,0.07,0.163,5.36,0.403,1.71,10,0.6,0.43,,58,3.415,3.918,0.347,0.409,,
7111405-4,"Bisteca Organica, assado(a)",,471,21.57,41.98,,,12,15,0.013,162,2.31,50,224,0.099,4.88,20.8,,,0.05,0.15,2.452,0.22,2.62,5,0.6,0.29,,94,17.8,18.88,1.53,1.91,,
7111405-5,"Bisteca Organica, frito(a)",,471,21.57,41.98,,,12,15,0.013,162,2.31,50,224,0.099,4.88,20.8,,,0.05,0.15,2.452,0.22,2.62,5,0.6,0.29,,94,17.8,18.88,1.53,1.91,,
7111702-1,"Cabeca de Lombo (Carne Bovina) Organica, cru(a)",,199,36.12,5,,,4,26,0.018,226,3.32,45,334,0.124,4.56,33,,,0.07,0.25,3.81,0.28,2.7,9,0.7,0.14,,90,1.72,2,0.22,0.227,,
7111702-4,"Cabeca de Lombo (Carne Bovina) Organica, assado(a)",,199,36.12,5,,,4,26,0.018,226,3.32,45,334,0.124,4.56,33,,,0.07,0.25,3.81,0.28,2.7,9,0.7,0.14,,90,1.72,2,0.22,0.227,,
7111702-5,"Cabeca de Lombo (Carne Bovina) Organica, frito(a)",,248.6,36.12,10.61,,,4,26,0.018,226,3.32,45,334,0.124,4.56,35.57,,,0.07,0.25,3.81,0.28,2.7,9,0.7,0.599,,90,2.598,3.277,3.458,0.257,,
7111806-4,"Tatu (Lagarto Redondo) Organico, assado(a)",,199,36.12,5,,,4,26,0.018,226,3.32,45,334,0.124,4.56,33,,,0.07,0.25,3.81,0.28,2.7,9,0.7,0.14,,90,1.72,2,0.22,0.227,,
7200101-1,"Peixe de Mar (Inteiro, em Posta, em Filé, Etc), cru(a)",,117,24.16,1.53,,,18,58,0.02,289,0.34,105,344,0.03,0.63,58.2,13,13,0.08,0.11,2.18,0.24,2.51,9,1.1,0.66,,68,0.36,0.28,0.65,,,
7200101-2,"Peixe de Mar (Inteiro, em Posta, em Filé, Etc), cozido(a)",,117,24.16,1.53,,,18,58,0.02,289,0.34,105,344,0.03,0.63,58.2,13,13,0.08,0.11,2.18,0.24,2.51,9,1.1,0.66,,68,0.36,0.28,0.65,,,
7200101-3,"Peixe de Mar (Inteiro, em Posta, em Filé, Etc), grelhado(a)/brasa/churrasco",,117,24.16,1.53,,,18,58,0.02,289,0.34,105,344,0.03,0.63,58.2,13,13,0.08,0.11,2.18,0.24,2.51,9,1.1,0.66,,68,0.36,0.28,0.65,,,
7200101-4,"Peixe de Mar (Inteiro, em Posta, em Filé, Etc), assado(a)",,117,24.16,1.53,,,18,58,0.02,289,0.34,105,344,0.03,0.63,58.2,13,13,0.08,0.11,2.18,0.24,2.51,9,1.1,0.66,,68,0.36,0.28,0.65,,,
7200101-5,"Peixe de Mar (Inteiro, em Posta, em Filé, Etc), frito(a)",,139.7,24.16,4.09,,,18,58,0.02,289,0.34,105,344,0.03,0.63,59.37,13,13,0.08,0.11,2.18,0.24,2.51,9,1.1,0.9,,68,0.73,0.87,2.13,,,
7200101-6,"Peixe de Mar (Inteiro, em Posta, em Filé, Etc), empanado(a)/a milanesa",,155.8,24.62,4.14,3.39,0.14,18.67,58.98,0.05,293.8,0.55,105.09,348.76,0.03,0.66,60.88,13,13,0.11,0.14,2.44,0.24,2.51,18.07,1.1,0.9,,68,0.74,0.88,2.15,,0.01,
7200101-8,"Peixe de Mar (Inteiro, em Posta, em Filé, Etc), molho vermelho",,98.4,19.59,1.26,1.08,0.3,17,49.6,0.04,236.4,0.48,188.8,341.4,0.04,0.54,46.6,10.4,13.88,0.07,0.1,1.94,0.21,2.01,9.4,0.88,0.81,1.4,54.4,0.3,0.23,0.53,,0.85,
7200101-9,"Peixe de Mar (Inteiro, em Posta, em Filé, Etc), molho branco",,140.1,20.81,5.11,1.47,0.07,27.08,48.76,0.07,254.53,1.6,92.8,321.15,0.06,0.67,49.41,45.47,47.69,0.08,0.13,1.96,0.21,6.4,11.51,1,0.72,1.72,68.33,2.32,1.3,1.06,0.11,0.39,
7200101-13,"Peixe de Mar (Inteiro, em Posta, em Filé, Etc), ensopado",,139.7,24.16,4.09,,,18,58,0.02,289,0.34,105,344,0.03,0.63,59.37,13,13,0.08,0.11,2.18,0.24,2.51,9,1.1,0.9,,68,0.73,0.87,2.13,,,
7200401-2,"Peixe de Mar Salgado (Inteiro, em Posta, em Filé, Etc), cozido(a)",,117,24.16,1.53,,,18,58,0.02,289,0.34,105,344,0.03,0.63,58.2,13,13,0.08,0.11,2.18,0.24,2.51,9,1.1,0.66,,68,0.36,0.28,0.65,,,
7200401-3,"Peixe de Mar Salgado (Inteiro, em Posta, em Filé, Etc), grelhado(a)/brasa/churrasco",,117,24.16,1.53,,,18,58,0.02,289,0.34,105,344,0.03,0.63,58.2,13,13,0.08,0.11,2.18,0.24,2.51,9,1.1,0.66,,68,0.36,0.28,0.65,,,
7200401-4,"Peixe de Mar Salgado (Inteiro, em Posta, em Filé, Etc), assado(a)",,117,24.16,1.53,,,18,58,0.02,289,0.34,105,344,0.03,0.63,58.2,13,13,0.08,0.11,2.18,0.24,2.51,9,1.1,0.66,,68,0.36,0.28,0.65,,,
7200401-5,"Peixe de Mar Salgado (Inteiro, em Posta, em Filé, Etc), frito(a)",,139.7,24.16,4.09,,,18,58,0.02,289,0.34,105,344,0.03,0.63,59.37,13,13,0.08,0.11,2.18,0.24,2.51,9,1.1,0.9,,68,0.73,0.87,2.13,,,
7200401-6,"Peixe de Mar Salgado (Inteiro, em Posta, em Filé, Etc), empanado(a)/a milanesa",,155.8,24.62,4.14,3.39,0.14,18.67,58.98,0.05,293.8,0.55,105.09,348.76,0.03,0.66,60.88,13,13,0.11,0.14,2.44,0.24,2.51,18.07,1.1,0.9,,68,0.74,0.88,2.15,,0.01,
7200401-9,"Peixe de Mar Salgado (Inteiro, em Posta, em Filé, Etc), molho branco",,140.1,20.81,5.11,1.47,0.07,27.08,48.76,0.07,254.53,1.6,92.8,321.15,0.06,0.67,49.41,45.47,47.69,0.08,0.13,1.96,0.21,6.4,11.51,1,0.72,1.72,68.33,2.32,1.3,1.06,0.11,0.39,
7200401-13,"Peixe de Mar Salgado (Inteiro, em Posta, em Filé, Etc), ensopado",,139.7,24.16,4.09,,,18,58,0.02,289,0.34,105,344,0.03,0.63,59.37,13,13,0.08,0.11,2.18,0.24,2.51,9,1.1,0.9,,68,0.73,0.87,2.13,,,
7260101-1,"Camarao, cru(a)",,99,20.91,1.08,,,39,34,0.03,137,3.09,224,182,0.19,1.56,39.6,68,68,0.03,0.03,2.59,0.13,1.49,4,3.58,1.38,2.2,195,0.29,0.2,0.44,0.02,,
7260101-2,"Camarao, cozido(a)",,99,20.91,1.08,,,39,34,0.03,137,3.09,224,182,0.19,1.56,39.6,68,68,0.03,0.03,2.59,0.13,1.49,4,3.58,1.38,2.2,195,0.29,0.2,0.44,0.02,,
7260101-3,"Camarao, grelhado(a)/brasa/churrasco",,99,20.91,1.08,,,39,34,0.03,137,3.09,224,182,0.19,1.56,39.6,68,68,0.03,0.03,2.59,0.13,1.49,4,3.58,1.38,2.2,195,0.29,0.2,0.44,0.02,,
7260101-4,"Camarao, assado(a)",,99,20.91,1.08,,,39,34,0.03,137,3.09,224,182,0.19,1.56,39.6,68,68,0.03,0.03,2.59,0.13,1.49,4,3.58,1.38,2.2,195,0.29,0.2,0.44,0.02,,
7260101-5,"Camarao, frito(a)",,121.7,20.91,3.64,,,39,34,0.03,137,3.09,224,182,0.19,1.56,40.77,68,68,0.03,0.03,2.59,0.13,1.49,4,3.58,1.62,2.2,195,0.66,0.79,1.92,0.02,,
7260101-6,"Camarao, empanado(a)/a milanesa",,137.8,21.37,3.69,3.39,0.14,39.67,34.98,0.06,141.8,3.3,224.09,186.76,0.2,1.59,42.28,68,68,0.07,0.05,2.85,0.13,1.49,13.07,3.58,1.62,2.2,195,0.66,0.8,1.94,0.02,0.01,
7260101-7,"Camarao, refogado(a)",,121.7,20.91,3.64,,,39,34,0.03,137,3.09,224,182,0.19,1.56,40.77,68,68,0.03,0.03,2.59,0.13,1.49,4,3.58,1.62,2.2,195,0.66,0.79,1.92,0.02,,
7260101-8,"Camarao, molho vermelho",,84,16.99,0.9,1.08,0.3,33.8,30.4,0.05,114.8,2.68,284,211.8,0.18,1.29,31.72,54.4,57.88,0.03,0.04,2.27,0.12,1.19,5.4,2.86,1.39,3.16,156,0.24,0.16,0.37,0.02,0.85,
7260101-9,"Camarao, molho branco",,125.7,18.21,4.75,1.47,0.07,43.88,29.56,0.09,132.93,3.8,188,191.55,0.19,1.41,34.53,89.47,91.69,0.04,0.06,2.29,0.12,5.59,7.51,2.98,1.29,3.48,169.93,2.26,1.24,0.89,0.13,0.39,
7260101-10,"Camarao, ao alho e oleo",,121.7,20.91,3.64,,,39,34,0.03,137,3.09,224,182,0.19,1.56,40.77,68,68,0.03,0.03,2.59,0.13,1.49,4,3.58,1.62,2.2,195,0.66,0.79,1.92,0.02,,
7260101-13,"Camarao, ensopado",,121.7,20.91,3.64,,,39,34,0.03,137,3.09,224,182,0.19,1.56,40.77,68,68,0.03,0.03,2.59,0.13,1.49,4,3.58,1.62,2.2,195,0.66,0.79,1.92,0.02,,
7260101-99,Camarao,,99,20.91,1.08,,,39,34,0.03,137,3.09,224,182,0.19,1.56,39.6,68,68,0.03,0.03,2.59,0.13,1.49,4,3.58,1.38,2.2,195,0.29,0.2,0.44,0.02,,
7261101-2,"Siri, cozido(a)",,102,20.2,1.77,,,104,33,0.19,206,0.91,279,324,0.65,4.22,40.2,2,2,0.1,0.05,3.3,0.18,7.3,51,,1.84,3.3,100,0.23,0.28,0.68,,,
7261101-6,"Siri, empanado(a)/a milanesa",,140.8,20.66,4.38,3.39,0.14,104.67,33.98,0.22,210.8,1.12,279.09,328.76,0.651,4.25,42.88,2,2,0.135,0.072,3.562,0.182,7.3,60.07,,2.052,3.3,100,0.636,0.868,2.178,0.014,0.01,
7261101-7,"Siri, refogado(a)",,124.7,20.2,4.33,,,104,33,0.19,206,0.91,279,324,0.65,4.22,41.37,2,2,0.1,0.05,3.3,0.18,7.3,51,,2.08,3.3,100,0.6,0.88,2.16,,,
7261120-2,"Bau (Siri), cozido(a)",,102,20.2,1.77,,,104,33,0.19,206,0.91,279,324,0.65,4.22,40.2,2,2,0.1,0.05,3.3,0.18,7.3,51,,1.84,3.3,100,0.23,0.28,0.68,,,
7261121-1,"Goia, cru(a)",,102,20.2,1.77,,,104,33,0.19,206,0.91,279,324,0.65,4.22,40.2,2,2,0.1,0.05,3.3,0.18,7.3,51,,1.84,3.3,100,0.23,0.28,0.68,,,
7262101-2,"Caranguejo, cozido(a)",,102,20.2,1.77,,,104,33,0.19,206,0.91,279,324,0.65,4.22,40.2,2,2,0.1,0.05,3.3,0.18,7.3,51,,1.84,3.3,100,0.23,0.28,0.68,,,
7262101-4,"Caranguejo, assado(a)",,102,20.2,1.77,,,104,33,0.19,206,0.91,279,324,0.65,4.22,40.2,2,2,0.1,0.05,3.3,0.18,7.3,51,,1.84,3.3,100,0.23,0.28,0.68,,,
7262101-12,"Caranguejo, ao vinagrete",,102,20.2,1.77,,,104,33,0.19,206,0.91,279,324,0.65,4.22,40.2,2,2,0.1,0.05,3.3,0.18,7.3,51,,1.84,3.3,100,0.23,0.28,0.68,,,
7262105-2,"Guaiamu, cozido(a)",,102,20.2,1.77,,,104,33,0.19,206,0.91,279,324,0.65,4.22,40.2,2,2,0.1,0.05,3.3,0.18,7.3,51,,1.84,3.3,100,0.23,0.28,0.68,,,
7263101-2,"Marisco, cozido(a)",,148,25.55,1.95,5.13,,92,18,1,338,27.96,112,628,0.688,2.73,48.6,181,181,0.15,0.426,3.354,0.11,98.89,29,0.2,0.62,22.1,67,0.188,0.172,0.552,,,
7263101-5,"Marisco, frito(a)",,170.7,25.55,4.51,5.13,,92,18,1,338,27.96,112,628,0.688,2.73,49.77,181,181,0.15,0.426,3.354,0.11,98.89,29,0.2,0.83,22.1,67,0.589,0.756,2.032,0.014,,
7263101-8,"Marisco, molho vermelho",,123.2,20.7,1.6,5.18,0.3,76.2,17.6,0.821,275.6,22.57,194.4,568.6,0.574,2.22,38.92,144.8,148.28,0.125,0.354,2.878,0.107,79.112,25.4,0.16,0.78,19.08,53.6,0.155,0.143,0.456,,0.85,
7263101-99,Marisco,,148,25.55,1.95,5.13,,92,18,1,338,27.96,112,628,0.688,2.73,48.6,181,181,0.15,0.426,3.354,0.11,98.89,29,0.2,0.62,22.1,67,0.188,0.172,0.552,,,
7264101-2,"Ostra, cozido(a)",,137,14.1,4.91,7.82,,90,95,0.697,203,11.99,422,281,7.569,181.61,71.6,54,54,0.19,0.181,2.484,0.118,35.02,14,16,1.7,6,105,1.544,0.628,1.936,,,
7265101-6,"Lula, empanado(a)/a milanesa",,143.8,18.32,4.19,6.92,0.14,37.59,35.04,0.065,207.49,0.95,51.09,230.46,2.066,1.79,82.78,12,12,0.055,0.402,2.262,0.052,1.12,13.28,,1.641,3.77,267,0.828,0.688,1.978,0.014,0.01,
7266101-2,"Sururu, cozido(a)",,148,25.55,1.95,5.13,,92,18,1,338,27.96,112,628,0.688,2.73,48.6,181,181,0.15,0.426,3.354,0.11,98.89,29,0.2,0.62,22.1,67,0.188,0.172,0.552,,,
7266101-13,"Sururu, ensopado",,170.7,25.55,4.51,5.13,,92,18,1,338,27.96,112,628,0.688,2.73,49.77,181,181,0.15,0.426,3.354,0.11,98.89,29,0.2,0.83,22.1,67,0.589,0.756,2.032,0.014,,
7270401-2,"Bacalhau, cozido(a)",,117,24.16,1.53,,,18,58,0.02,289,0.34,105,344,0.03,0.63,58.2,13,13,0.08,0.11,2.18,0.24,2.51,9,1.1,0.66,,68,0.36,0.28,0.65,,,
7270401-4,"Bacalhau, assado(a)",,117,24.16,1.53,,,18,58,0.02,289,0.34,105,344,0.03,0.63,58.2,13,13,0.08,0.11,2.18,0.24,2.51,9,1.1,0.66,,68,0.36,0.28,0.65,,,
7270401-5,"Bacalhau, frito(a)",,139.7,24.16,4.09,,,18,58,0.02,289,0.34,105,344,0.03,0.63,59.37,13,13,0.08,0.11,2.18,0.24,2.51,9,1.1,0.9,,68,0.73,0.87,2.13,,,
7270401-6,"Bacalhau, empanado(a)/a milanesa",,155.8,24.62,4.14,3.39,0.14,18.67,58.98,0.05,293.8,0.55,105.09,348.76,0.03,0.66,60.88,13,13,0.11,0.14,2.44,0.24,2.51,18.07,1.1,0.9,,68,0.74,0.88,2.15,,0.01,
7270401-7,"Bacalhau, refogado(a)",,139.7,24.16,4.09,,,18,58,0.02,289,0.34,105,344,0.03,0.63,59.37,13,13,0.08,0.11,2.18,0.24,2.51,9,1.1,0.9,,68,0.73,0.87,2.13,,,
7270401-8,"Bacalhau, molho vermelho",,98.4,19.59,1.26,1.08,0.3,17,49.6,0.04,236.4,0.48,188.8,341.4,0.04,0.54,46.6,10.4,13.88,0.07,0.1,1.94,0.21,2.01,9.4,0.88,0.81,1.4,54.4,0.3,0.23,0.53,,0.85,
7270401-13,"Bacalhau, ensopado",,139.7,24.16,4.09,,,18,58,0.02,289,0.34,105,344,0.03,0.63,59.37,13,13,0.08,0.11,2.18,0.24,2.51,9,1.1,0.9,,68,0.73,0.87,2.13,,,
7270401-99,Bacalhau,,117,24.16,1.53,,,18,58,0.02,289,0.34,105,344,0.03,0.63,58.2,13,13,0.08,0.11,2.18,0.24,2.51,9,1.1,0.66,,68,0.36,0.28,0.65,,,
7273101-4,"Ovas de Peixe (Qualquer Especie), assado(a)",,204,28.62,8.23,1.92,,28,26,0.013,515,0.77,117,283,0.128,1.28,51.7,91,91,0.277,0.949,2.192,0.185,11.54,92,4,8.974,16.4,479,1.866,2.129,3.404,,,
7273101-5,"Ovas de Peixe (Qualquer Especie), frito(a)",,226.7,28.62,10.79,1.92,,28,26,0.013,515,0.77,117,283,0.128,1.28,52.88,91,91,0.277,0.949,2.192,0.185,11.54,92,4,9.184,16.4,479,2.267,2.713,4.884,0.014,,
7400101-1,"Peixe de Agua Doce (Inteiro, em Posta, em Filé, Etc), cru(a)",,117,24.16,1.53,,,18,58,0.02,289,0.34,105,344,0.03,0.63,58.2,13,13,0.08,0.11,2.18,0.24,2.51,9,5.5,0.66,,68,0.36,0.28,0.65,,,
7400101-2,"Peixe de Agua Doce (Inteiro, em Posta, em Filé, Etc), cozido(a)",,117,24.16,1.53,,,18,58,0.02,289,0.34,105,344,0.03,0.63,58.2,13,13,0.08,0.11,2.18,0.24,2.51,9,5.5,0.66,,68,0.36,0.28,0.65,,,
7400101-3,"Peixe de Agua Doce (Inteiro, em Posta, em Filé, Etc), grelhado(a)/brasa/churrasco",,117,24.16,1.53,,,18,58,0.02,289,0.34,105,344,0.03,0.63,58.2,13,13,0.08,0.11,2.18,0.24,2.51,9,5.5,0.66,,68,0.36,0.28,0.65,,,
7400101-4,"Peixe de Agua Doce (Inteiro, em Posta, em Filé, Etc), assado(a)",,117,24.16,1.53,,,18,58,0.02,289,0.34,105,344,0.03,0.63,58.2,13,13,0.08,0.11,2.18,0.24,2.51,9,5.5,0.66,,68,0.36,0.28,0.65,,,
7400101-5,"Peixe de Agua Doce (Inteiro, em Posta, em Filé, Etc), frito(a)",,139.7,24.16,4.09,,,18,58,0.02,289,0.34,105,344,0.03,0.63,59.37,13,13,0.08,0.11,2.18,0.24,2.51,9,5.5,0.9,,68,0.73,0.87,2.13,,,
7400101-6,"Peixe de Agua Doce (Inteiro, em Posta, em Filé, Etc), empanado(a)/a milanesa",,155.8,24.62,4.14,3.39,0.14,18.67,58.98,0.05,293.8,0.55,105.09,348.76,0.03,0.66,60.88,13,13,0.11,0.14,2.44,0.24,2.51,18.07,1.1,0.9,,68,0.74,0.88,2.15,,0.01,
7400101-7,"Peixe de Agua Doce (Inteiro, em Posta, em Filé, Etc), refogado(a)",,139.7,24.16,4.09,,,18,58,0.02,289,0.34,105,344,0.03,0.63,59.37,13,13,0.08,0.11,2.18,0.24,2.51,9,5.5,0.9,,68,0.73,0.87,2.13,,,
7400101-8,"Peixe de Agua Doce (Inteiro, em Posta, em Filé, Etc), molho vermelho",,98.4,19.59,1.26,1.08,0.3,17,49.6,0.04,236.4,0.48,188.8,341.4,0.04,0.54,46.6,10.4,13.88,0.07,0.1,1.94,0.21,2.01,9.4,4.4,0.81,1.4,54.4,0.3,0.23,0.53,,0.85,
7400101-9,"Peixe de Agua Doce (Inteiro, em Posta, em Filé, Etc), molho branco",,126.2,20.11,3.71,1.85,0.04,37.28,48.71,0.026,250.89,0.34,104.92,305.25,0.025,0.59,47.73,31.1,31.48,0.083,0.134,1.839,0.2,2.098,10.8,4.627,0.593,0,61.23,1.823,0.858,0.629,0.097,1.03,
7400101-13,"Peixe de Agua Doce (Inteiro, em Posta, em Filé, Etc), ensopado",,139.7,24.16,4.09,,,18,58,0.02,289,0.34,105,344,0.03,0.63,59.37,13,13,0.08,0.11,2.18,0.24,2.51,9,5.5,0.9,,68,0.73,0.87,2.13,,,
7400101-99,"Peixe de Agua Doce (Inteiro, em Posta, em Filé, Etc)",,117,24.16,1.53,,,18,58,0.02,289,0.34,105,344,0.03,0.63,58.2,13,13,0.08,0.11,2.18,0.24,2.51,9,5.5,0.66,,68,0.36,0.28,0.65,,,
7400401-2,"Peixe de Agua Doce Salgado (Inteiro, em Posta, em Filé, Etc), cozido(a)",,117,24.16,1.53,,,18,58,0.02,289,0.34,105,344,0.03,0.63,58.2,13,13,0.08,0.11,2.18,0.24,2.51,9,1.1,0.66,,68,0.36,0.28,0.65,,,
7400401-3,"Peixe de Agua Doce Salgado (Inteiro, em Posta, em Filé, Etc), grelhado(a)/brasa/churrasco",,117,24.16,1.53,,,18,58,0.02,289,0.34,105,344,0.03,0.63,58.2,13,13,0.08,0.11,2.18,0.24,2.51,9,1.1,0.66,,68,0.36,0.28,0.65,,,
7400401-4,"Peixe de Agua Doce Salgado (Inteiro, em Posta, em Filé, Etc), assado(a)",,117,24.16,1.53,,,18,58,0.02,289,0.34,105,344,0.03,0.63,58.2,13,13,0.08,0.11,2.18,0.24,2.51,9,1.1,0.66,,68,0.36,0.28,0.65,,,
7400401-5,"Peixe de Agua Doce Salgado (Inteiro, em Posta, em Filé, Etc), frito(a)",,139.7,24.16,4.09,,,18,58,0.02,289,0.34,105,344,0.03,0.63,59.37,13,13,0.08,0.11,2.18,0.24,2.51,9,1.1,0.9,,68,0.73,0.87,2.13,,,
7400401-6,"Peixe de Agua Doce Salgado (Inteiro, em Posta, em Filé, Etc), empanado(a)/a milanesa",,155.8,24.62,4.14,3.39,0.14,18.67,58.98,0.05,293.8,0.55,105.09,348.76,0.03,0.66,60.88,13,13,0.11,0.14,2.44,0.24,2.51,18.07,1.1,0.9,,68,0.74,0.88,2.15,,0.01,
7400401-8,"Peixe de Agua Doce Salgado (Inteiro, em Posta, em Filé, Etc), molho vermelho",,98.4,19.59,1.26,1.08,0.3,17,49.6,0.04,236.4,0.48,188.8,341.4,0.04,0.54,46.6,10.4,13.88,0.07,0.1,1.94,0.21,2.01,9.4,0.88,0.81,1.4,54.4,0.3,0.23,0.53,,0.85,
7400401-13,"Peixe de Agua Doce Salgado (Inteiro, em Posta, em Filé, Etc), ensopado",,139.7,24.16,4.09,,,18,58,0.02,289,0.34,105,344,0.03,0.63,59.37,13,13,0.08,0.11,2.18,0.24,2.51,9,1.1,0.9,,68,0.73,0.87,2.13,,,
7444101-2,"Tracaja, cozido(a)",,117,24.16,1.53,,,18,58,0.02,289,0.34,105,344,0.026,0.63,58.2,13,13,0.08,0.114,2.179,0.24,2.51,9,1.92,0.66,,68,0.363,0.276,0.646,,,
7600101-1,"Peixe Nao Especificado (Inteiro, em Posta, em Filé, Etc), cru(a)",,117,24.16,1.53,,,18,58,0.02,289,0.34,105,344,0.03,0.63,58.2,13,13,0.08,0.11,2.18,0.24,2.51,9,1.1,0.66,,68,0.36,0.28,0.65,,,
7600101-2,"Peixe Nao Especificado (Inteiro, em Posta, em Filé, Etc), cozido(a)",,117,24.16,1.53,,,18,58,0.02,289,0.34,105,344,0.03,0.63,58.2,13,13,0.08,0.11,2.18,0.24,2.51,9,1.1,0.66,,68,0.36,0.28,0.65,,,
7600101-3,"Peixe Nao Especificado (Inteiro, em Posta, em Filé, Etc), grelhado(a)/brasa/churrasco",,117,24.16,1.53,,,18,58,0.02,289,0.34,105,344,0.03,0.63,58.2,13,13,0.08,0.11,2.18,0.24,2.51,9,1.1,0.66,,68,0.36,0.28,0.65,,,
7600101-4,"Peixe Nao Especificado (Inteiro, em Posta, em Filé, Etc), assado(a)",,117,24.16,1.53,,,18,58,0.02,289,0.34,105,344,0.03,0.63,58.2,13,13,0.08,0.11,2.18,0.24,2.51,9,1.1,0.66,,68,0.36,0.28,0.65,,,
7600101-5,"Peixe Nao Especificado (Inteiro, em Posta, em Filé, Etc), frito(a)",,139.7,24.16,4.09,,,18,58,0.02,289,0.34,105,344,0.03,0.63,59.37,13,13,0.08,0.11,2.18,0.24,2.51,9,1.1,0.9,,68,0.73,0.87,2.13,,,
7600101-6,"Peixe Nao Especificado (Inteiro, em Posta, em Filé, Etc), empanado(a)/a milanesa",,155.8,24.62,4.14,3.39,0.14,18.67,58.98,0.05,293.8,0.55,105.09,348.76,0.03,0.66,60.88,13,13,0.11,0.14,2.44,0.24,2.51,18.07,1.1,0.9,,68,0.74,0.88,2.15,,0.01,
