codigo_ibge,descricao,gramas,padrao
6705001-5,porcao,52,false
6705001-5,quilo,1000,false
6705001-5,unidade,18,false
6705001-6,colher de sopa,40,false
6705001-6,grama,1,true
6705001-6,quilo,1000,false
6705001-7,colher de arroz/servir,80,false
6705001-7,colher de cha,10,false
6705001-7,colher de sobremesa,20,false
6705001-7,colher de sopa,40,false
6705001-7,concha,160,false
6705001-7,escumadeira,88,false
6705001-7,grama,1,true
6705001-7,porcao,52,false
6705001-7,quilo,1000,false
6705001-13,colher de arroz/servir,80,false
6705001-13,colher de sopa,40,false
6705001-13,concha,160,false
6705001-13,grama,1,true
6705001-13,porcao,52,false
6705001-13,quilo,1000,false
6705001-99,colher de sopa,40,false
6705001-99,grama,1,true
6705001-99,quilo,1000,false
6705101-99,banda,50,false
6705101-99,colher de arroz/servir,60,false
6705101-99,colher de cha,7.5,false
6705101-99,colher de sobremesa,15,false
6705101-99,colher de sopa,30,false
6705101-99,concha,120,false
6705101-99,escumadeira,60,false
6705101-99,fatia,15,false
6705101-99,garfada,30,false
6705101-99,grama,1,true
6705101-99,metade,50,false
6705101-99,pedaco,15,false
6705101-99,pegador,30,false
6705101-99,pires,60,false
6705101-99,porcao,80,false
6705101-99,prato de sobremesa,60,false
6705101-99,prato raso,60,false
6705101-99,quilo,1000,false
6705101-99,rodela,15,false
6705101-99,unidade,100,false
6705101-99,unidade pequena,50,false
6705201-1,colher de sopa,20,false
6705201-1,grama,1,true
6705201-1,porcao,44,false
6705201-1,quilo,1000,false
6705201-2,colher de arroz/servir,73,false
6705201-2,colher de sobremesa,10,false
6705201-2,colher de sopa,20,false
6705201-2,concha,73,false
6705201-2,escumadeira,73,false
6705201-2,grama,1,true
6705201-2,pegador,20,false
6705201-2,porcao,44,false
6705201-2,quilo,1000,false
6705201-7,colher de arroz/servir,73,false
6705201-7,colher de sopa,35,false
6705201-7,escumadeira,73,false
6705201-7,grama,1,true
6705201-7,porcao,44,false
6705201-7,quilo,1000,false
6705201-7,xicara de cha,80,false
6705201-11,colher de arroz/servir,73,false
6705201-11,grama,1,true
6705201-11,quilo,1000,false
6705201-13,colher de arroz/servir,73,false
6705201-13,colher de sopa,20,false
6705201-13,grama,1,true
6705201-13,porcao,44,false
6705201-13,quilo,1000,false
6705201-99,grama,1,true
6705201-99,porcao,44,false
6705201-99,quilo,1000,false
6705301-99,grama,1,true
6705301-99,porcao,15,false
6705301-99,quilo,1000,false
6705401-1,concha,125,false
6705401-1,grama,1,true
6705401-1,porcao,60,false
6705401-1,quilo,1000,false
6705401-2,colher de arroz/servir,75,false
6705401-2,colher de sobremesa,12.5,false
6705401-2,colher de sopa,25,false
6705401-2,escumadeira,125,false
6705401-2,fatia,20,false
6705401-2,grama,1,true
6705401-2,pedaco,20,false
6705401-2,porcao,60,false
6705401-2,prato raso,110,false
6705401-2,quilo,1000,false
6705401-2,unidade pequena,112.5,false
6705401-4,colher de sopa,25,false
6705401-4,grama,1,true
6705401-4,pedaco,20,false
6705401-4,porcao,60,false
6705401-4,quilo,1000,false
6705401-5,colher de arroz/servir,75,false
6705401-5,fatia,20,false
6705401-5,grama,1,true
6705401-5,pedaco,20,false
6705401-5,porcao,60,false
6705401-5,quilo,1000,false
6705401-5,rodela,13,false
6705401-5,unidade,200,false
6705401-6,colher de arroz/servir,75,false
6705401-6,fatia,20,false
6705401-6,grama,1,true
6705401-6,pedaco,20,false
6705401-6,quilo,1000,false
6705401-6,rodela,13,false
6705401-6,unidade,200,false
6705401-7,colher de arroz/servir,75,false
6705401-7,colher de sopa,25,false
6705401-7,concha,125,false
6705401-7,grama,1,true
6705401-7,quilo,1000,false
6705401-7,unidade pequena,112.5,false
6705401-12,colher de arroz/servir,75,false
6705401-12,grama,1,true
6705401-12,porcao,60,false
6705401-12,quilo,1000,false
6705401-13,colher de arroz/servir,75,false
6705401-13,colher de sopa,25,false
6705401-13,concha,125,false
6705401-13,grama,1,true
6705401-13,quilo,1000,false
6705401-99,grama,1,true
6705401-99,quilo,1000,false
6705401-99,unidade,200,false
6705501-2,colher de sopa,30,false
6705501-2,grama,1,true
6705501-2,quilo,1000,false
6705501-7,colher de sopa,30,false
6705501-7,grama,1,true
6705501-7,porcao,44,false
6705501-7,quilo,1000,false
6705701-1,banda,35,false
6705701-1,colher de arroz/servir,20,false
6705701-1,colher de cha,2.5,false
6705701-1,colher de sobremesa,5,false
6705701-1,colher de sopa,10,false
6705701-1,fatia,6,false
6705701-1,garfada,10,false
6705701-1,grama,1,true
6705701-1,metade,35,false
6705701-1,pedaco,17.5,false
6705701-1,pegador,10,false
6705701-1,pires,30,false
6705701-1,porcao,20,false
6705701-1,quilo,1000,false
6705701-1,rodela,6,false
6705701-1,unidade,70,false
6705701-1,unidade pequena,30,false
6705701-2,colher de arroz/servir,20,false
6705701-2,colher de sopa,10,false
6705701-2,escumadeira,20,false
6705701-2,fatia,6,false
6705701-2,grama,1,true
6705701-2,quilo,1000,false
6705701-2,unidade,70,false
6705701-3,grama,1,true
6705701-3,porcao,20,false
6705701-3,quilo,1000,false
6705701-4,fatia,6,false
6705701-4,grama,1,true
6705701-4,porcao,20,false
6705701-4,quilo,1000,false
6705701-4,unidade,70,false
6705701-5,colher de arroz/servir,20,false
6705701-5,colher de cha,2.5,false
6705701-5,colher de sobremesa,5,false
6705701-5,colher de sopa,10,false
6705701-5,escumadeira,20,false
6705701-5,fatia,6,false
6705701-5,garfada,10,false
6705701-5,grama,1,true
6705701-5,metade,35,false
6705701-5,porcao,20,false
6705701-5,quilo,1000,false
6705701-5,rodela,6,false
6705701-5,unidade,70,false
6705701-7,colher de sopa,10,false
6705701-7,grama,1,true
6705701-7,porcao,20,false
6705701-7,quilo,1000,false
6705701-7,rodela,6,false
6705701-7,unidade,70,false
6705701-8,grama,1,true
6705701-8,porcao,20,false
6705701-8,quilo,1000,false
6705701-11,colher de sopa,10,false
6705701-11,grama,1,true
6705701-11,quilo,1000,false
6705701-12,colher de sopa,10,false
6705701-12,fatia,6,false
6705701-12,grama,1,true
6705701-12,porcao,20,false
6705701-12,prato de sobremesa,20,false
6705701-12,quilo,1000,false
6705701-12,rodela,6,false
6705701-12,unidade,70,false
6705701-12,unidade pequena,30,false
6705701-99,grama,1,true
6705701-99,porcao,20,false
6705701-99,quilo,1000,false
6705801-7,grama,1,true
6705801-7,porcao,42,false
6705801-7,quilo,1000,false
6706101-99,colher de sopa,25,false
6706101-99,escumadeira,48,false
6706101-99,grama,1,true
6706101-99,porcao,34,false
6706101-99,prato fundo,96,false
6706101-99,quilo,1000,false
6706102-99,grama,1,true
6706102-99,porcao,34,false
6706102-99,quilo,1000,false
6706201-99,grama,1,true
6706201-99,quilo,1000,false
6706201-99,unidade,4.4,false
6706301-99,grama,1,true
6706301-99,porcao,15,false
6706301-99,quilo,1000,false
6707301-99,colher de arroz/servir,14,false
6707301-99,colher de sopa,7,false
6707301-99,grama,1,true
6707301-99,porcao,14,false
6707301-99,quilo,1000,false
6707801-99,colher de sopa,8,false
6707801-99,escumadeira,16,false
6707801-99,folha,10,false
6707801-99,grama,1,true
6707801-99,pegador,8,false
6707801-99,porcao,27,false
6707801-99,quilo,1000,false
6707801-99,unidade,200,false
6707901-99,colher de sopa,30,false
6707901-99,grama,1,true
6707901-99,porcao,80,false
6707901-99,quilo,1000,false
6707901-99,rodela,15,false
6707901-99,unidade,100,false
6708001-99,grama,1,true
6708001-99,quilo,1000,false
6708001-99,unidade,55,false
6708001-99,unidade pequena,38,false
6709701-99,colher de cha,0.04,true
6709701-99,grama,1,false
6709701-99,punhado,3,false
6709701-99,quilo,1000,false
6709701-99,sache,3,false
6801017-99,grama,1,true
6801017-99,quilo,1000,false
6801017-99,unidade,100,false
6801101-1,banda,37.5,false
6801101-1,fatia,26,false
6801101-1,grama,1,true
6801101-1,metade,37.5,false
6801101-1,pedaco,16,false
6801101-1,porcao,86,false
6801101-1,prato de sobremesa,170,false
6801101-1,prato fundo,326,false
6801101-1,prato raso,235,false
6801101-1,quilo,1000,false
6801101-1,unidade,75,false
6801101-1,unidade pequena,56.3,false
6801101-2,colher de arroz/servir,64,false
6801101-2,colher de sobremesa,20,false
6801101-2,colher de sopa,24,false
6801101-2,concha,128,false
6801101-2,fatia,26,false
6801101-2,grama,1,true
6801101-2,metade,37.5,false
6801101-2,pedaco,16,false
6801101-2,porcao,86,false
6801101-2,quilo,1000,false
6801101-2,rodela,4,false
6801101-2,unidade,75,false
6801101-2,unidade pequena,56.3,false
6801101-4,grama,1,true
6801101-4,porcao,86,false
6801101-4,quilo,1000,false
6801101-4,unidade,75,false
6801101-5,colher de arroz/servir,73,false
6801101-5,colher de sopa,33,false
6801101-5,concha,141,false
6801101-5,fatia,26,false
6801101-5,grama,1,true
6801101-5,pedaco,16,false
6801101-5,pegador,54,false
6801101-5,porcao,86,false
6801101-5,prato de sobremesa,22,false
6801101-5,prato raso,251,false
6801101-5,quilo,1000,false
6801101-5,rodela,7,false
6801101-5,unidade,75,false
6801101-5,unidade pequena,56.3,false
6801101-6,fatia,26,false
6801101-6,grama,1,true
6801101-6,pedaco,16,false
6801101-6,porcao,86,false
6801101-6,quilo,1000,false
6801101-6,unidade,100,false
6801101-11,grama,1,true
6801101-11,quilo,1000,false
6801101-11,unidade,75,false
6801101-13,colher de arroz/servir,64,false
6801101-13,colher de sopa,24,false
6801101-13,grama,1,true
6801101-13,quilo,1000,false
6801101-13,unidade,75,false
6801101-14,copo medio,230,false
6801101-14,grama,1,true
6801101-14,prato fundo,375,false
6801101-14,quilo,1000,false
6801101-14,unidade,75,false
6801101-15,colher de arroz/servir,40,false
6801101-15,colher de sopa,20,false
6801101-15,concha,130,false
6801101-15,grama,1,true
6801101-15,prato raso,325,false
6801101-15,quilo,1000,false
6801101-15,unidade,75,false
6801101-99,grama,1,true
6801101-99,pedaco,16,false
6801101-99,porcao,86,false
6801101-99,prato raso,235,false
6801101-99,quilo,1000,false
6801101-99,taca,128,false
6801101-99,unidade,75,false
6801101-99,unidade pequena,56.3,false
6801801-99,bago,18,false
6801801-99,banda,90,false
6801801-99,copo americano,150,false
6801801-99,copo de requeijao,240,false
6801801-99,copo grande,300,false
6801801-99,copo medio,240,false
6801801-99,fatia,18,false
6801801-99,gomo,18,false
6801801-99,grama,1,true
6801801-99,metade,90,false
6801801-99,pedaco,18,false
6801801-99,porcao,144,false
6801801-99,quilo,1000,false
6801801-99,rodela,18,false
6801801-99,unidade,180,false
6801801-99,unidade pequena,90,false
6801901-99,grama,1,true
6801901-99,quilo,1000,false
6801901-99,unidade,180,false
6802001-99,banda,42,false
6802001-99,copo de requeijao,84,false
6802001-99,copo grande,105,false
6802001-99,copo medio,84,false
6802001-99,fatia,16.8,false
6802001-99,grama,1,true
6802001-99,metade,42,false
6802001-99,pedaco,16.8,false
6802001-99,porcao,252,false
6802001-99,quilo,1000,false
6802001-99,rodela,16.8,false
6802001-99,unidade,84,false
6802201-99,bago,16.9,false
6802201-99,copo americano,62.5,false
6802201-99,copo grande,125,false
6802201-99,copo medio,100,false
6802201-99,gomo,16.9,false
6802201-99,grama,1,true
6802201-99,metade,67.5,false
6802201-99,quilo,1000,false
6802201-99,unidade,135,false
6802201-99,unidade pequena,100,false
6802202-99,gomo,16.9,false
6802202-99,grama,1,true
6802202-99,quilo,1000,false
6802202-99,unidade,135,false
6802202-99,unidade pequena,100,false
6802217-99,grama,1,true
6802217-99,quilo,1000,false
6802217-99,unidade,135,false
6802217-99,unidade pequena,100,false
6802218-99,grama,1,true
6802218-99,quilo,1000,false
6802218-99,unidade,135,false
6802218-99,unidade pequena,100,false
6802223-99,grama,1,true
6802223-99,quilo,1000,false
6802223-99,unidade,135,false
6802227-99,grama,1,true
6802227-99,quilo,1000,false
6802227-99,unidade,135,false
6802407-99,grama,1,true
6802407-99,quilo,1000,false
6802407-99,unidade,18,false
6802501-99,gomo,19,false
6802501-99,grama,1,true
6802501-99,pedaco,19,false
6802501-99,quilo,1000,false
6802601-99,banda,375,false
6802601-99,copo medio,100,false
6802601-99,fatia,75,false
6802601-99,grama,1,true
6802601-99,pedaco,11,false
6802601-99,porcao,130,false
6802601-99,quilo,1000,false
6802601-99,rodela,75,false
6802601-99,unidade,750,false
6802601-99,unidade pequena,480,false
6802602-99,grama,1,true
6802602-99,quilo,1000,false
6802602-99,rodela,75,false
6802701-99,banda,215,false
6802701-99,colher de sopa,45,false
6802701-99,copo grande,200,false
6802701-99,copo medio,200,false
6802701-99,fatia,90,false
6802701-99,grama,1,true
6802701-99,metade,215,false
6802701-99,pedaco,22.5,false
6802701-99,porcao,45,false
6802701-99,pote,175,false
6802701-99,prato de sobremesa,175,false
6802701-99,quilo,1000,false
6802701-99,taca,175,false
6802701-99,unidade,430,false
6802701-99,unidade pequena,370,false
6802801-99,fatia,27.5,false
6802801-99,grama,1,true
6802801-99,metade,55,false
6802801-99,pedaco,27.5,false
6802801-99,quilo,1000,false
6802801-99,unidade,110,false
6802801-99,unidade pequena,85,false
6802901-99,grama,1,true
6802901-99,porcao,60,false
6802901-99,quilo,1000,false
6802901-99,unidade,55,false
6803001-99,banda,75,false
6803001-99,fatia,37.5,false
6803001-99,grama,1,true
6803001-99,metade,75,false
6803001-99,pedaco,37.5,false
6803001-99,porcao,130,false
6803001-99,quilo,1000,false
6803001-99,unidade,150,false
6803001-99,unidade pequena,90,false
6803101-99,banda,155,false
6803101-99,colher de arroz/servir,70,false
6803101-99,colher de sopa,40,false
6803101-99,concha,140,false
6803101-99,fatia,170,false
6803101-99,grama,1,true
6803101-99,metade,155,false
6803101-99,pedaco,120,false
6803101-99,porcao,160,false
6803101-99,prato de sobremesa,165,false
6803101-99,quilo,1000,false
6803101-99,rodela,170,false
6803101-99,taca,165,false
6803101-99,unidade,310,false
6803101-99,unidade pequena,270,false
6803108-99,fatia,120,false
6803108-99,grama,1,true
6803108-99,metade,155,false
6803108-99,pedaco,120,false
6803108-99,quilo,1000,false
6803108-99,unidade,310,false
6803108-99,unidade pequena,270,false
6803201-99,banda,70,false
6803201-99,colher de arroz/servir,44,false
6803201-99,colher de sopa,22,false
6803201-99,fatia,22,false
6803201-99,grama,1,true
6803201-99,metade,70,false
6803201-99,pedaco,22,false
6803201-99,porcao,110,false
6803201-99,quilo,1000,false
6803201-99,unidade,140,false
6803201-99,unidade pequena,60,false
6803215-99,grama,1,true
6803215-99,quilo,1000,false
6803215-99,unidade,70,false
6803301-99,copo americano,62.5,false
6803301-99,copo grande,125,false
6803301-99,copo medio,100,false
6803301-99,grama,1,true
6803301-99,quilo,1000,false
6803301-99,unidade,45,false
6803401-99,copo americano,62.5,false
6803401-99,copo grande,125,false
6803401-99,copo medio,100,false
6803401-99,fatia,200,false
6803401-99,grama,1,true
6803401-99,pedaco,150,false
6803401-99,porcao,296,false
6803401-99,quilo,1000,false
6803501-99,banda,330,false
6803501-99,fatia,90,false
6803501-99,grama,1,true
6803501-99,pedaco,22.5,false
6803501-99,porcao,230,false
6803501-99,quilo,1000,false
6803501-99,unidade,660,false
6803601-99,banda,65,false
6803601-99,fatia,32.5,false
6803601-99,grama,1,true
6803601-99,metade,65,false
6803601-99,pedaco,32.5,false
6803601-99,quilo,1000,false
6803601-99,unidade,130,false
6803601-99,unidade pequena,97.5,false
6803701-99,grama,1,true
6803701-99,pedaco,15,false
6803701-99,porcao,226,false
6803701-99,quilo,1000,false
6803701-99,taca,80,false
6803701-99,tigela,80,false
6803701-99,unidade,60,false
6803701-99,unidade pequena,32,false
6803801-99,grama,1,true
6803801-99,quilo,1000,false
6803801-99,unidade,60,false
6803802-99,grama,1,true
6803802-99,quilo,1000,false
6803802-99,unidade,60,false
6803802-99,unidade pequena,45,false
6803803-99,banda,30,false
6803803-99,grama,1,true
6803803-99,pedaco,15,false
6803803-99,quilo,1000,false
6803803-99,unidade,60,false
6803901-99,bago,8,false
6803901-99,cacho,170,false
6803901-99,copo americano,70,false
6803901-99,copo de requeijao,140,false
6803901-99,copo grande,140,false
6803901-99,copo medio,140,false
6803901-99,copo tulipa,140,false
6803901-99,gomo,8,false
6803901-99,grama,1,true
6803901-99,porcao,99.2,false
6803901-99,punhado,170,false
6803901-99,quilo,1000,false
6803901-99,unidade,8,false
6803901-99,unidade pequena,4,false
6803912-99,colher de sobremesa,9,false
6803912-99,colher de sopa,18,false
6803912-99,grama,1,false
6803912-99,porcao,36,false
6803912-99,quilo,1000,false
6803912-99,unidade,0.3,true
6804001-99,copo americano,62.5,false
6804001-99,copo de requeijao,100,false
6804001-99,copo grande,125,false
6804001-99,copo medio,100,false
6804001-99,grama,1,true
6804001-99,quilo,1000,false
6804001-99,unidade,60,false
6804101-99,bago,12,false
6804101-99,copo medio,100,false
6804101-99,grama,1,true
6804101-99,porcao,132,false
6804101-99,quilo,1000,false
6804101-99,taca,150,false
6804101-99,tigela,150,false
6804201-99,banda,85,false
6804201-99,copo grande,125,false
6804201-99,grama,1,true
6804201-99,pedaco,42.5,false
6804201-99,quilo,1000,false
6804201-99,unidade,170,false
6804201-99,unidade pequena,50,false
6804203-99,grama,1,true
6804203-99,quilo,1000,false
6804203-99,unidade,170,false
6804301-99,colher de sopa,25,false
6804301-99,copo grande,125,false
6804301-99,copo medio,100,false
6804301-99,grama,1,true
6804301-99,porcao,30,false
6804301-99,quilo,1000,false
6804301-99,taca,100,false
6804301-99,unidade,42,false
6804301-99,unidade pequena,34,false
6804401-99,copo americano,62.5,false
6804401-99,copo grande,125,false
6804401-99,copo medio,100,false
6804401-99,copo tulipa,120.8,false
6804401-99,grama,1,true
6804401-99,quilo,1000,false
6804401-99,unidade,90,false
6804401-99,unidade pequena,80,false
6804501-99,grama,1,true
6804501-99,lata (350 ml),350,false
6804501-99,porcao,96,false
6804501-99,quilo,1000,false
6804501-99,unidade,6.8,false
6804601-99,copo americano,62.5,false
6804601-99,copo de requeijao,100,false
6804601-99,copo grande,125,false
6804601-99,copo medio,100,false
6804601-99,grama,1,true
6804601-99,quilo,1000,false
6804601-99,unidade,55,false
6804601-99,unidade pequena,40,false
6804602-99,copo americano,62.5,false
6804602-99,copo medio,100,false
6804602-99,grama,1,true
6804602-99,quilo,1000,false
6804602-99,unidade,55,false
6804701-99,copo americano,62.5,false
6804701-99,copo grande,100,false
6804701-99,copo medio,100,false
6804701-99,grama,1,true
6804701-99,porcao,57,false
6804701-99,quilo,1000,false
6804701-99,unidade,5.7,false
6804702-99,copo medio,100,false
6804702-99,grama,1,true
6804702-99,quilo,1000,false
